0,0.1717480111803913
1,0.24787142549989238
2,0.3777252203827133
3,0.45813803483121895
4,0.5095248333691678
5,0.5372608041281444
6,0.5649860245108578
7,0.5841324446355621
8,0.5935712749946247
9,0.6019673188561598
10,0.6049774242098472
11,0.6112018920662222
12,0.6110083852934852
13,0.6161470651472801
14,0.621978021978022
15,0.6232638142334981
16,0.6251881315846054
17,0.6271124489357127
18,0.6290582670393463
19,0.6309718340141904
20,0.6361427649967749
21,0.6380778327241454
22,0.636787787572565
23,0.6376370672973555
24,0.638497097398409
25,0.64148570199957
26,0.644528058482047
27,0.6453665878305741
28,0.6440765426789938
29,0.6427864975274136
